| %    | Decomp?  | Name                                | # of insns | Asm Path 
| 1.00 | false    | SetPolyG3                           | 5          | asm/us/main/nonmatchings/D9840/SetPolyG3.s 
| 1.00 | false    | SetPolyG4                           | 5          | asm/us/main/nonmatchings/D9840/SetPolyG4.s 
| 1.00 | false    | SetPolyGT3                          | 5          | asm/us/main/nonmatchings/D9840/SetPolyGT3.s 
| 1.00 | false    | SetPolyGT4                          | 5          | asm/us/main/nonmatchings/D9840/SetPolyGT4.s 
| 1.00 | false    | SetSprt                             | 5          | asm/us/main/nonmatchings/D9840/SetSprt.s 
| 1.00 | false    | SetSprt16                           | 5          | asm/us/main/nonmatchings/D9840/SetSprt16.s 
| 1.00 | false    | SetSprt8                            | 5          | asm/us/main/nonmatchings/D9840/SetSprt8.s 
| 1.00 | false    | SetTile                             | 5          | asm/us/main/nonmatchings/D9840/SetTile.s 
| 1.00 | false    | SetTile1                            | 5          | asm/us/main/nonmatchings/D9840/SetTile1.s 
| 1.00 | false    | SetTile16                           | 5          | asm/us/main/nonmatchings/D9840/SetTile16.s 
| 1.00 | false    | SetTile8                            | 5          | asm/us/main/nonmatchings/D9840/SetTile8.s 
-------------------------------------------------------------------------------
| 1.00 | true     | PlayCapcomLogo                      | 10         | asm/us/main/matchings/323C/PlayCapcomLogo.s 
| 1.00 | true     | func_80020368                       | 10         | asm/us/main/matchings/323C/func_80020368.s 
| 1.00 | true     | func_80023D68                       | 10         | asm/us/main/matchings/323C/func_80023D68.s 
| 1.00 | true     | func_80023D90                       | 10         | asm/us/main/matchings/323C/func_80023D90.s 
| 0.90 | false    | DecDCTinCallback                    | 9          | asm/us/main/nonmatchings/D9840/DecDCTinCallback.s 
| 0.90 | false    | _addque                             | 9          | asm/us/main/nonmatchings/D9840/_addque.s 
-------------------------------------------------------------------------------
| 1.00 | true     | InterruptCallback                   | 12         | asm/us/main/matchings/psxsdk/libetc/intr/InterruptCallback.s 
| 1.00 | true     | ResetCallback                       | 12         | asm/us/main/matchings/psxsdk/libetc/intr/ResetCallback.s 
| 1.00 | false    | DMACallback                         | 12         | asm/us/main/nonmatchings/psxsdk/libetc/intr/DMACallback.s 
| 1.00 | false    | RestartCallback                     | 12         | asm/us/main/nonmatchings/psxsdk/libetc/intr/RestartCallback.s 
| 1.00 | false    | StopCallback                        | 12         | asm/us/main/nonmatchings/psxsdk/libetc/intr/StopCallback.s 
| 1.00 | false    | VSyncCallbacks                      | 12         | asm/us/main/nonmatchings/psxsdk/libetc/intr/VSyncCallbacks.s 
-------------------------------------------------------------------------------
| 1.00 | true     | GetGraphType                        | 4          | asm/us/main/matchings/D9840/GetGraphType.s 
| 1.00 | true     | CdLastCom                           | 4          | asm/us/main/matchings/psxsdk/libgs/gs_125/CdLastCom.s 
| 1.00 | false    | GetGraphDebug                       | 4          | asm/us/main/nonmatchings/D9840/GetGraphDebug.s 
| 1.00 | false    | CdMode                              | 4          | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/CdMode.s 
| 1.00 | false    | CdStatus                            | 4          | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/CdStatus.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_8006C07C                       | 61         | asm/us/main/nonmatchings/mains/main_54/func_8006C07C.s 
| 1.00 | false    | func_800726CC                       | 61         | asm/us/main/nonmatchings/mains/main_57/func_800726CC.s 
| 1.00 | false    | func_80075700                       | 61         | asm/us/main/nonmatchings/mains/main_60/func_80075700.s 
| 1.00 | false    | func_80078EB0                       | 61         | asm/us/main/nonmatchings/mains/main_61/func_80078EB0.s 
| 0.92 | false    | func_8008654C                       | 61         | asm/us/main/nonmatchings/mains/main_69/func_8008654C.s 
-------------------------------------------------------------------------------
| 1.00 | true     | CdReadCallback                      | 6          | asm/us/main/matchings/psxsdk/libgs/gs_101/CdReadCallback.s 
| 1.00 | true     | CdReadyCallback                     | 6          | asm/us/main/matchings/psxsdk/libgs/gs_125/CdReadyCallback.s 
| 1.00 | true     | CdSyncCallback                      | 6          | asm/us/main/matchings/psxsdk/libgs/gs_125/CdSyncCallback.s 
| 1.00 | false    | CdSetDebug                          | 6          | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/CdSetDebug.s 
-------------------------------------------------------------------------------
| 1.00 | false    | D_80010090                          | 0          | asm/us/main/nonmatchings/323C/D_80010090.s 
| 1.00 | false    | D_80010094                          | 0          | asm/us/main/nonmatchings/323C/D_80010094.s 
| 1.00 | false    | D_800100A8                          | 0          | asm/us/main/nonmatchings/323C/D_800100A8.s 
| 1.00 | false    | D_800100C0                          | 0          | asm/us/main/nonmatchings/323C/D_800100C0.s 
-------------------------------------------------------------------------------
| 1.00 | false    | SetLineF3                           | 8          | asm/us/main/nonmatchings/D9840/SetLineF3.s 
| 1.00 | false    | SetLineF4                           | 8          | asm/us/main/nonmatchings/D9840/SetLineF4.s 
| 1.00 | false    | SetLineG3                           | 8          | asm/us/main/nonmatchings/D9840/SetLineG3.s 
| 1.00 | false    | SetLineG4                           | 8          | asm/us/main/nonmatchings/D9840/SetLineG4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_8006C170                       | 66         | asm/us/main/nonmatchings/mains/main_54/func_8006C170.s 
| 1.00 | false    | func_800727C0                       | 66         | asm/us/main/nonmatchings/mains/main_57/func_800727C0.s 
| 1.00 | false    | func_800757F4                       | 66         | asm/us/main/nonmatchings/mains/main_60/func_800757F4.s 
| 1.00 | false    | func_80078FA4                       | 66         | asm/us/main/nonmatchings/mains/main_61/func_80078FA4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800A2B8C                       | 57         | asm/us/main/nonmatchings/shots/shot_35/func_800A2B8C.s 
| 0.98 | false    | func_800A2F2C                       | 57         | asm/us/main/nonmatchings/shots/shot_35/func_800A2F2C.s 
| 0.95 | false    | func_800A33A0                       | 59         | asm/us/main/nonmatchings/shots/shot_35/func_800A33A0.s 
| 0.95 | false    | func_800A366C                       | 59         | asm/us/main/nonmatchings/shots/shot_35/func_800A366C.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_80056BA8                       | 10         | asm/us/main/matchings/mains/main_24/func_80056BA8.s 
| 0.91 | true     | func_8005EF40                       | 11         | asm/us/main/matchings/mains/main_35/func_8005EF40.s 
| 0.90 | false    | func_800618F4                       | 9          | asm/us/main/nonmatchings/mains/main_39/func_800618F4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | def_cbread                          | 10         | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/def_cbread.s 
| 1.00 | false    | def_cbready                         | 10         | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/def_cbready.s 
| 1.00 | false    | def_cbsync                          | 10         | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/def_cbsync.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_8002C2EC                       | 32         | asm/us/main/matchings/1A5BC/func_8002C2EC.s 
| 1.00 | false    | func_8002C26C                       | 32         | asm/us/main/nonmatchings/1A5BC/func_8002C26C.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_8003D6EC                       | 45         | asm/us/main/matchings/23C14/func_8003D6EC.s 
| 0.92 | false    | func_8003D7E4                       | 49         | asm/us/main/nonmatchings/23C14/func_8003D7E4.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_800466A8                       | 53         | asm/us/main/matchings/23C14/func_800466A8.s 
| 1.00 | false    | func_800468CC                       | 53         | asm/us/main/nonmatchings/23C14/func_800468CC.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_800190F0                       | 4          | asm/us/main/matchings/323C/func_800190F0.s 
| 1.00 | false    | CD_set_test_parmnum                 | 4          | asm/us/main/nonmatchings/psxsdk/libgs/gs_101/CD_set_test_parmnum.s 
-------------------------------------------------------------------------------
| 1.00 | true     | ClearImage                          | 37         | asm/us/main/matchings/D9840/ClearImage.s 
| 0.95 | false    | ClearImage2                         | 39         | asm/us/main/nonmatchings/D9840/ClearImage2.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_80056AC4                       | 57         | asm/us/main/matchings/mains/main_24/func_80056AC4.s 
| 0.91 | false    | func_8006A638                       | 53         | asm/us/main/nonmatchings/mains/main_52/func_8006A638.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_8005D148                       | 43         | asm/us/main/matchings/mains/main_32/func_8005D148.s 
| 0.91 | false    | func_8004FC80                       | 46         | asm/us/main/nonmatchings/mains/main_16/func_8004FC80.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_8007D234                       | 48         | asm/us/main/matchings/mains/main_64/func_8007D234.s 
| 0.94 | false    | func_8007D174                       | 48         | asm/us/main/nonmatchings/mains/main_64/func_8007D174.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_80083A58                       | 50         | asm/us/main/matchings/mains/main_68/func_80083A58.s 
| 1.00 | false    | func_80085814                       | 50         | asm/us/main/nonmatchings/mains/main_68/func_80085814.s 
-------------------------------------------------------------------------------
| 1.00 | true     | SsSepSetVol                         | 14         | asm/us/main/matchings/psxsdk/libsnd/sstick/SsSepSetVol.s 
| 1.00 | false    | _SsSndSetVol                        | 14         | asm/us/main/nonmatchings/psxsdk/libsnd/sstick/_SsSndSetVol.s 
-------------------------------------------------------------------------------
| 1.00 | true     | _spu_FsetDelayW                     | 11         | asm/us/main/matchings/psxsdk/libspu/s_crwa/_spu_FsetDelayW.s 
| 1.00 | false    | _spu_FsetDelayR                     | 11         | asm/us/main/nonmatchings/psxsdk/libspu/s_crwa/_spu_FsetDelayR.s 
-------------------------------------------------------------------------------
| 1.00 | true     | func_800B55AC                       | 74         | asm/us/main/matchings/visuals/visual_34/func_800B55AC.s 
| 1.00 | false    | func_800CDCFC                       | 74         | asm/us/main/nonmatchings/misc/misc_30/func_800CDCFC.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_80030DF8                       | 58         | asm/us/main/nonmatchings/1FD10/func_80030DF8.s 
| 0.95 | false    | func_80030EC8                       | 58         | asm/us/main/nonmatchings/1FD10/func_80030EC8.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_80017F2C                       | 53         | asm/us/main/nonmatchings/323C/func_80017F2C.s 
| 1.00 | false    | func_80024260                       | 53         | asm/us/main/nonmatchings/323C/func_80024260.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_8001A178                       | 100        | asm/us/main/nonmatchings/323C/func_8001A178.s 
| 1.00 | false    | func_8001A308                       | 100        | asm/us/main/nonmatchings/323C/func_8001A308.s 
-------------------------------------------------------------------------------
| 1.00 | false    | AddPrim                             | 15         | asm/us/main/nonmatchings/D9840/AddPrim.s 
| 1.00 | false    | AddPrims                            | 15         | asm/us/main/nonmatchings/D9840/AddPrims.s 
-------------------------------------------------------------------------------
| 1.00 | false    | DecDCTinSync                        | 15         | asm/us/main/nonmatchings/D9840/DecDCTinSync.s 
| 1.00 | false    | DecDCToutSync                       | 15         | asm/us/main/nonmatchings/D9840/DecDCToutSync.s 
-------------------------------------------------------------------------------
| 0.93 | false    | DrawOTag                            | 29         | asm/us/main/nonmatchings/D9840/DrawOTag.s 
| 1.00 | false    | DrawSync                            | 27         | asm/us/main/nonmatchings/D9840/DrawSync.s 
-------------------------------------------------------------------------------
| 1.00 | false    | GetDispEnv                          | 14         | asm/us/main/nonmatchings/D9840/GetDispEnv.s 
| 1.00 | false    | GetDrawEnv                          | 14         | asm/us/main/nonmatchings/D9840/GetDrawEnv.s 
-------------------------------------------------------------------------------
| 1.00 | false    | LoadClut                            | 26         | asm/us/main/nonmatchings/D9840/LoadClut.s 
| 1.00 | false    | LoadClut2                           | 26         | asm/us/main/nonmatchings/D9840/LoadClut2.s 
-------------------------------------------------------------------------------
| 1.00 | false    | LoadImage                           | 25         | asm/us/main/nonmatchings/D9840/LoadImage.s 
| 1.00 | false    | StoreImage                          | 25         | asm/us/main/nonmatchings/D9840/StoreImage.s 
-------------------------------------------------------------------------------
| 1.00 | false    | MDEC_in                             | 37         | asm/us/main/nonmatchings/D9840/MDEC_in.s 
| 0.95 | false    | MDEC_out                            | 36         | asm/us/main/nonmatchings/D9840/MDEC_out.s 
-------------------------------------------------------------------------------
| 1.00 | false    | MDEC_in_sync                        | 38         | asm/us/main/nonmatchings/D9840/MDEC_in_sync.s 
| 1.00 | false    | MDEC_out_sync                       | 38         | asm/us/main/nonmatchings/D9840/MDEC_out_sync.s 
-------------------------------------------------------------------------------
| 0.90 | false    | DrawOTagEnv                         | 71         | asm/us/main/nonmatchings/D9840/DrawOTagEnv.s 
| 1.00 | false    | PutDrawEnv                          | 65         | asm/us/main/nonmatchings/D9840/PutDrawEnv.s 
-------------------------------------------------------------------------------
| 1.00 | false    | SetSemiTrans                        | 10         | asm/us/main/nonmatchings/D9840/SetSemiTrans.s 
| 1.00 | false    | SetShadeTex                         | 10         | asm/us/main/nonmatchings/D9840/SetShadeTex.s 
-------------------------------------------------------------------------------
| 1.00 | false    | MDEC_status                         | 6          | asm/us/main/nonmatchings/D9840/MDEC_status.s 
| 1.00 | false    | _status                             | 6          | asm/us/main/nonmatchings/D9840/_status.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800B71A8                       | 71         | asm/us/main/nonmatchings/effects/effect_08/func_800B71A8.s 
| 1.00 | false    | func_800BA6AC                       | 71         | asm/us/main/nonmatchings/effects/effect_22/func_800BA6AC.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800B7934                       | 121        | asm/us/main/nonmatchings/effects/effect_09/func_800B7934.s 
| 1.00 | false    | func_800B7B18                       | 121        | asm/us/main/nonmatchings/effects/effect_09/func_800B7B18.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800B97D0                       | 92         | asm/us/main/nonmatchings/effects/effect_18/func_800B97D0.s 
| 0.90 | false    | func_800C5078                       | 102        | asm/us/main/nonmatchings/items/item_20/func_800C5078.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800BD50C                       | 40         | asm/us/main/nonmatchings/effects/effect_37/func_800BD50C.s 
| 0.95 | false    | func_800BD5AC                       | 42         | asm/us/main/nonmatchings/effects/effect_37/func_800BD5AC.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800BF530                       | 47         | asm/us/main/nonmatchings/items/item_01/func_800BF530.s 
| 0.91 | false    | func_800C6228                       | 45         | asm/us/main/nonmatchings/items/item_24/func_800C6228.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800C2F54                       | 55         | asm/us/main/nonmatchings/items/item_11/func_800C2F54.s 
| 0.95 | false    | func_800C3030                       | 57         | asm/us/main/nonmatchings/items/item_11/func_800C3030.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800DA600                       | 41         | asm/us/main/nonmatchings/layers/layer_05/func_800DA600.s 
| 0.95 | false    | func_800DA6A4                       | 41         | asm/us/main/nonmatchings/layers/layer_05/func_800DA6A4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800DA984                       | 111        | asm/us/main/nonmatchings/layers/layer_07/func_800DA984.s 
| 0.95 | false    | func_800DABE4                       | 111        | asm/us/main/nonmatchings/layers/layer_07/func_800DABE4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_80057E34                       | 64         | asm/us/main/nonmatchings/mains/main_25/func_80057E34.s 
| 0.93 | false    | func_80057F34                       | 68         | asm/us/main/nonmatchings/mains/main_25/func_80057F34.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_80067AA8                       | 66         | asm/us/main/nonmatchings/mains/main_48/func_80067AA8.s 
| 0.92 | false    | func_80067EE4                       | 71         | asm/us/main/nonmatchings/mains/main_48/func_80067EE4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_80070DDC                       | 67         | asm/us/main/nonmatchings/mains/main_56/func_80070DDC.s 
| 0.90 | false    | func_80070EE8                       | 73         | asm/us/main/nonmatchings/mains/main_56/func_80070EE8.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_8007100C                       | 50         | asm/us/main/nonmatchings/mains/main_56/func_8007100C.s 
| 0.92 | false    | func_800713A4                       | 49         | asm/us/main/nonmatchings/mains/main_56/func_800713A4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800739D4                       | 75         | asm/us/main/nonmatchings/mains/main_57/func_800739D4.s 
| 0.96 | false    | func_80073CA4                       | 78         | asm/us/main/nonmatchings/mains/main_57/func_80073CA4.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_80080370                       | 76         | asm/us/main/nonmatchings/mains/main_65/func_80080370.s 
| 0.97 | false    | func_800804A0                       | 78         | asm/us/main/nonmatchings/mains/main_65/func_800804A0.s 
-------------------------------------------------------------------------------
| 0.99 | false    | func_800BBFCC                       | 94         | asm/us/main/nonmatchings/effects/effect_28/func_800BBFCC.s 
| 1.00 | false    | func_80089798                       | 94         | asm/us/main/nonmatchings/mains/main_70/func_80089798.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800C969C                       | 180        | asm/us/main/nonmatchings/misc/misc_08/func_800C969C.s 
| 0.92 | false    | func_800C99CC                       | 192        | asm/us/main/nonmatchings/misc/misc_08/func_800C99CC.s 
-------------------------------------------------------------------------------
| 1.00 | false    | func_800CA9EC                       | 73         | asm/us/main/nonmatchings/misc/misc_15/func_800CA9EC.s 
| 0.90 | false    | func_800CAB10                       | 66         | asm/us/main/nonmatchings/misc/misc_15/func_800CAB10.s 
-------------------------------------------------------------------------------
| 1.00 | false    | CdComstr                            | 13         | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/CdComstr.s 
| 1.00 | false    | CdIntstr                            | 13         | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/CdIntstr.s 
-------------------------------------------------------------------------------
| 1.00 | false    | CdControl                           | 78         | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/CdControl.s 
| 0.95 | false    | CdControlF                          | 75         | asm/us/main/nonmatchings/psxsdk/libgs/gs_125/CdControlF.s 
